0.766	3.33457
0.767	3.34122
0.768	3.3479
0.769	3.35458
0.77	3.36129
0.771	3.36801
0.772	3.37474
0.773	3.38149
0.774	3.38826
0.775	3.39505
0.776	3.40185
0.777	3.40867
0.778	3.4155
0.779	3.42235
0.78	3.42922
0.781	3.4361
0.782	3.443
0.783	3.44992
0.784	3.45685
0.785	3.4638
0.786	3.47077
0.787	3.47776
0.788	3.48476
0.789	3.49178
0.79	3.49881
0.791	3.50587
0.792	3.51294
0.793	3.52002
0.794	3.52713
0.795	3.53425
0.796	3.54139
0.797	3.54855
0.798	3.55572
0.799	3.56291
0.8	3.57012
0.801	3.57734
0.802	3.58459
0.803	3.59185
0.804	3.59913
0.805	3.60643
0.806	3.61374
0.807	3.62107
0.808	3.62842
0.809	3.63579
0.81	3.64318
0.811	3.65058
0.812	3.658
0.813	3.66544
0.814	3.6729
0.815	3.68038
0.816	3.68787
0.817	3.69539
0.818	3.70292
0.819	3.71047
0.82	3.71804
0.821	3.72562
0.822	3.73323
0.823	3.74085
0.824	3.7485
0.825	3.75616
0.826	3.76384
0.827	3.77154
0.828	3.77925
0.829	3.78699
0.83	3.79475
0.831	3.80252
0.832	3.81031
0.833	3.81813
0.834	3.82596
0.835	3.83381
0.836	3.84168
0.837	3.84957
0.838	3.85748
0.839	3.8654
0.84	3.87335
0.841	3.88132
0.842	3.88931
0.843	3.89731
0.844	3.90534
0.845	3.91338
0.846	3.92145
0.847	3.92953
0.848	3.93764
0.849	3.94576
0.85	3.95391
0.851	3.96207
0.852	3.97026
0.853	3.97846
0.854	3.98669
0.855	3.99493
0.856	4.0032
0.857	4.01148
0.858	4.01979
0.859	4.02812
0.86	4.03646
0.861	4.04483
0.862	4.05322
0.863	4.06163
0.864	4.07006
0.865	4.07851
0.866	4.08698
0.867	4.09547
0.868	4.10399
0.869	4.11252
0.87	4.12108
0.871	4.12965
0.872	4.13825
0.873	4.14687
0.874	4.15551
0.875	4.16417
0.876	4.17285
0.877	4.18156
0.878	4.19028
0.879	4.19903
0.88	4.2078
0.881	4.21659
0.882	4.2254
0.883	4.23424
0.884	4.24309
0.885	4.25197
0.886	4.26087
0.887	4.26979
0.888	4.27874
0.889	4.2877
0.89	4.29669
0.891	4.3057
0.892	4.31474
0.893	4.32379
0.894	4.33287
0.895	4.34197
0.896	4.35109
0.897	4.36024
0.898	4.36941
0.899	4.3786
0.9	4.38781
0.901	4.39705
0.902	4.40631
0.903	4.41559
0.904	4.4249
0.905	4.43423
0.906	4.44358
0.907	4.45295
0.908	4.46235
0.909	4.47177
0.91	4.48122
0.911	4.49069
0.912	4.50018
0.913	4.5097
0.914	4.51924
0.915	4.5288
0.916	4.53839
0.917	4.548
0.918	4.55764
0.919	4.5673
0.92	4.57698
0.921	4.58669
0.922	4.59642
0.923	4.60618
0.924	4.61596
0.925	4.62576
0.926	4.63559
0.927	4.64545
0.928	4.65532
0.929	4.66523
0.93	4.67516
0.931	4.68511
0.932	4.69509
0.933	4.70509
0.934	4.71512
0.935	4.72517
0.936	4.73525
0.937	4.74535
0.938	4.75548
0.939	4.76564
0.94	4.77582
0.941	4.78602
0.942	4.79625
0.943	4.80651
0.944	4.81679
0.945	4.8271
0.946	4.83743
0.947	4.84779
0.948	4.85818
0.949	4.86859
0.95	4.87903
0.951	4.88949
0.952	4.89998
0.953	4.9105
0.954	4.92104
0.955	4.93161
0.956	4.94221
0.957	4.95283
0.958	4.96348
0.959	4.97416
0.96	4.98486
0.961	4.99559
0.962	5.00635
0.963	5.01713
0.964	5.02794
0.965	5.03878
0.966	5.04965
0.967	5.06054
0.968	5.07146
0.969	5.08241
0.97	5.09339
0.971	5.10439
0.972	5.11542
0.973	5.12648
0.974	5.13757
0.975	5.14869
0.976	5.15983
0.977	5.171
0.978	5.1822
0.979	5.19343
0.98	5.20469
0.981	5.21597
0.982	5.22729
0.983	5.23863
0.984	5.25
0.985	5.2614
0.986	5.27283
0.987	5.28429
0.988	5.29577
0.989	5.30729
0.99	5.31883
0.991	5.33041
0.992	5.34201
0.993	5.35365
0.994	5.36531
0.995	5.377
0.996	5.38872
0.997	5.40047
0.998	5.41226
0.999	5.42407
